mean_current,std_current,max,min,peak_to_peak,kurtosis,label
1962.4889999999996,234.46802710895068,2571.3,1399.1,1172.2000000000003,-0.17963750775687437,normal
2009.5599999999997,265.3887668605391,2630.8,1419.8,1211.0000000000002,-0.44417213939719646,normal
1944.1959999999997,235.39132812738828,2616.8,1408.7,1208.1000000000001,-0.25155313298112647,normal
2025.4750000000004,250.5871909690872,2585.4,1438.6,1146.8000000000002,-0.5143815202682287,normal
1952.914,240.93908321860573,2515.7,1423.9,1091.7999999999997,-0.2924586309190329,normal
1984.3639999999996,231.11082763580126,2559.7,1456.0,1103.6999999999998,-0.5530325601530279,normal
1999.2730000000001,267.74634492973445,2552.9,1412.3,1140.6000000000001,-0.5990560367589155,normal
1969.3870000000004,234.09539437519223,2559.9,1417.8,1142.1000000000001,-0.2664758858785956,normal
2031.48,258.2295740795252,2617.2,1408.1,1209.1,-0.3638144322357535,normal
1939.471,237.62794588527788,2449.1,1398.5,1050.6,-0.5410265310670388,normal
2031.201,259.1144848548922,2631.2,1418.9,1212.2999999999997,-0.4017211596746537,normal
1957.634,255.18678689552215,2572.3,1399.5,1172.8000000000002,-0.4747602635662078,normal
2005.237,247.53486425393118,2571.5,1410.9,1160.6,-0.4122450343467756,normal
1977.4129999999996,269.5319672032326,2600.0,1393.0,1207.0,-0.4831421747653768,normal
1988.5669999999996,243.2740272498144,2628.7,1392.2,1236.4999999999998,-0.3514870654805726,normal
1991.3009999999997,267.7058077329279,2601.0,1393.0,1208.0,-0.41545553018578874,normal
1992.7340000000002,271.80351831736283,2607.4,1387.4,1220.0,-0.46213234424989036,normal
1980.1589999999999,240.90272989677214,2605.0,1377.4,1227.6,-0.19887300461373503,normal
2013.6659999999997,274.94204282563135,2619.1,1365.2,1253.8999999999999,-0.28603738119735533,normal
1936.145,237.13049187476435,2397.9,1374.6,1023.3000000000002,-0.4076682765644284,normal
2017.514,270.74441823247327,2637.8,1388.5,1249.3000000000002,-0.5618797650778711,normal
1967.1060000000004,252.26386290805297,2619.9,1371.5,1248.4,-0.23661919762350125,normal
2015.7709999999997,262.2684784854457,2620.9,1403.4,1217.5,-0.5090843389472899,normal
1952.225,252.25870934299564,2576.8,1373.4,1203.4,-0.2721115861046015,normal
2010.266,240.3127306850241,2607.7,1380.8,1226.8999999999999,-0.2541590870659949,normal
1952.8329999999999,273.71013498025445,2631.5,1380.0,1251.5,-0.551630008027852,normal
2006.901,244.71775764762316,2604.4,1545.4,1059.0,-0.5500826386418214,normal
1993.7169999999996,264.3532114712275,2634.1,1377.6,1256.5,-0.26463609015023204,normal
1956.7319999999997,237.87252034514947,2608.1,1383.5,1224.6,-0.15349940844369936,normal
2011.1410000000003,255.61305118945677,2617.5,1405.9,1211.6,-0.4459806362847436,normal
1942.67,253.7842372782618,2607.8,1376.4,1231.4,-0.33523289315344895,normal
2019.8950000000002,243.45046179558764,2616.5,1402.3,1214.2,-0.1798289188633344,normal
1956.612,263.0050140782549,2626.9,1392.0,1234.9,-0.5115728571883711,normal
1986.7140000000006,243.76321638140166,2625.9,1509.9,1116.0,-0.48943988447729003,normal
1983.735,266.2551830481427,2621.5,1393.7,1227.8,-0.3365941220201467,normal
1972.247,237.57626716105676,2615.2,1412.3,1202.8999999999999,-0.1822947433842046,normal
1994.9460000000004,262.9053289761172,2615.8,1398.2,1217.6000000000001,-0.3781393695716333,normal
1961.4679999999998,237.81989360425553,2411.9,1400.3,1011.6000000000001,-0.5732587827553064,normal
1955.856,235.62752978359546,2622.8,1400.2,1222.6000000000001,-0.12583007700235838,normal
1998.704,268.8060045174706,2619.9,1394.8,1225.1000000000001,-0.3657548828350672,normal
1941.7409999999998,225.35481343513354,2402.2,1416.7,985.4999999999998,-0.5126155101489069,normal
2021.5130000000001,258.4606015557606,2623.6,1396.2,1227.3999999999999,-0.397099811678967,normal
1962.8790000000001,247.70717491433382,2581.9,1426.4,1155.5,-0.37464288720455796,normal
2000.8480000000002,246.60829345340352,2586.0,1405.5,1180.5,-0.31574854473630243,normal
1967.5449999999996,255.11669517412156,2612.2,1427.0,1185.1999999999998,-0.47995252943053,normal
1982.307,238.8452075776868,2610.5,1495.1,1115.4,-0.39606167576752416,normal
1968.2980000000002,257.53936209104546,2605.4,1404.2,1201.2,-0.2714806730604016,normal
1992.3649999999998,234.84047556723786,2616.5,1454.8,1161.7,-0.4524509969543522,normal
1998.838,265.6692128618336,2572.8,1406.4,1166.4,-0.5628132255979548,normal
1957.566,243.58528186118704,2607.5,1416.3,1191.2,-0.3044694653056714,normal
1993.1330000000003,254.92511598229356,2628.2,1414.8,1213.3999999999999,-0.4672787598237429,normal
1957.8949999999998,253.55212735821954,2544.1,1411.9,1132.1999999999998,-0.5359917102041649,normal
2007.1940000000002,237.50775928632754,2617.9,1459.8,1158.1000000000001,-0.34079836488395765,normal
1973.1390000000001,260.88137475864306,2557.0,1411.8,1145.2,-0.5173556268268582,normal
1979.9459999999997,239.86517442728172,2571.4,1417.4,1154.0,-0.6287936717063736,normal
1994.0479999999998,261.0473723331078,2621.6,1424.5,1197.1,-0.2945328554253832,normal
1950.392,225.2032270432799,2494.7,1427.4,1067.2999999999997,-0.380968328999038,normal
2015.027,259.63990325958457,2599.5,1418.1,1181.4,-0.646865122464876,normal
1964.524,244.90442915182615,2627.3,1412.1,1215.2000000000003,-0.05091176148779297,normal
2001.5339999999999,261.4898886431869,2622.4,1403.3,1219.1000000000001,-0.4803903302348682,normal
2018.3,252.51355399165206,2623.1,1440.4,1182.6999999999998,-0.28334701317850364,normal
1944.567,244.66696393962624,2618.1,1412.0,1206.1,-0.4132039572849755,normal
2014.9929999999995,249.34232411880998,2602.7,1420.5,1182.1999999999998,-0.45677994563479185,normal
1953.476,234.30410918248532,2612.8,1419.9,1192.9,-0.16064558142088492,normal
1999.871,240.03942870354285,2566.8,1431.8,1135.0000000000002,-0.46911586078065026,normal
1966.168,251.94670026364182,2582.3,1412.1,1170.2000000000003,-0.48153038264911574,normal
1973.7699999999998,227.69265014333007,2607.2,1425.3,1181.8999999999999,-0.23226639725596376,normal
1978.1860000000004,256.5126200530193,2620.5,1430.5,1190.0,-0.34281560347212947,normal
1965.484,224.11304043479774,2390.6,1418.0,972.5999999999999,-0.6600704542368088,normal
1997.2640000000001,261.87390308152413,2611.4,1423.0,1188.4,-0.4933975510156854,normal
1957.2639999999997,221.31581325327744,2549.6,1434.5,1115.1,-0.116713962713074,normal
1981.7299999999998,244.2692873602303,2604.5,1413.1,1191.4,-0.29004969422650095,normal
1964.5690000000002,249.00163631566514,2625.0,1417.1,1207.9,-0.38746724699323654,normal
1996.0650000000003,234.3901204415537,2573.1,1564.5,1008.5999999999999,-0.46464575505863337,normal
1967.2070000000003,267.45709530557036,2593.2,1413.4,1179.7999999999997,-0.41866604187477474,normal
1976.396,227.8593057484412,2608.6,1431.7,1176.8999999999999,-0.07203850001009027,normal
2007.1879999999999,256.2123879388608,2596.6,1435.2,1161.3999999999999,-0.3764698678732814,normal
1952.6719999999998,227.88586638264718,2438.8,1434.8,1004.0000000000002,-0.5771285170234637,normal
2006.114,259.9078648018536,2584.5,1415.0,1169.5,-0.6847068623862484,normal
1955.352,236.19127990472109,2619.1,1408.4,1210.6999999999998,0.04745472698246633,normal
2003.5990000000002,261.99069475919174,2610.8,1421.3,1189.5000000000002,-0.5778755876898387,normal
1942.8649999999998,231.78762500629884,2397.8,1409.0,988.8000000000002,-0.42878371674416327,normal
1940.0,238.32053875383713,2389.6,1408.9,980.6999999999998,-0.5773299604971074,normal
2012.8909999999998,255.78308522233945,2607.0,1414.0,1193.0,-0.3896049499361136,normal
1945.207,248.3937771691627,2555.0,1411.2,1143.8,-0.4787150093336372,normal
1996.8090000000002,251.91531248746392,2586.4,1419.8,1166.6000000000001,-0.6220201512527246,normal
1967.1560000000004,253.3339183884791,2602.1,1423.1,1179.0,-0.38067676472094325,normal
1977.4490000000003,242.91427281735395,2563.9,1460.2,1103.7,-0.5707270702551921,normal
1961.04,259.37589547125447,2572.3,1415.8,1156.5000000000002,-0.4460721791178375,normal
1985.181,236.39456987345662,2605.2,1520.0,1085.1999999999998,-0.5911512588862724,normal
1992.4189999999999,256.8579974372508,2600.7,1416.4,1184.2999999999997,-0.4694822664527498,normal
1952.3109999999997,236.08211330215622,2567.4,1414.9,1152.5,-0.5001099848612625,normal
2000.7269999999999,261.7336520533264,2603.3,1426.7,1176.6000000000001,-0.5944011303156835,normal
1932.789,249.3338076867146,2608.5,1408.1,1200.4,-0.35037688155711466,normal
2000.1940000000002,238.46405816043514,2555.7,1447.6,1108.1,-0.581682648627091,normal
1960.3750000000002,256.1844988470125,2577.5,1415.1,1162.4,-0.5542302980508049,normal
1976.3329999999999,240.69527323270322,2610.6,1532.3,1078.3,-0.5646831279985012,normal
1966.5769999999998,260.6760638680455,2592.6,1425.6,1167.0,-0.39871180289744546,normal
1979.9189999999996,244.3245687356857,2592.6,1516.7,1075.8999999999999,-0.6475923090055802,normal
1974.8859999999997,268.53767187521674,2591.8,1421.7,1170.1000000000001,-0.5321787786858363,normal
1968.392,243.43685870832658,2616.2,1407.2,1208.9999999999998,-0.4624395331969935,normal
1997.129,253.34334880321663,2600.6,1430.0,1170.6,-0.4695899229680571,normal
1944.7379999999998,229.33550420924598,2554.4,1426.5,1127.9,-0.32887452770138337,normal
1990.888,253.62199992201866,2599.2,1422.9,1176.2999999999997,-0.36340081536894075,normal
1983.7159999999997,253.90720317120238,2565.3,1422.6,1142.7000000000003,-0.3420069557772094,normal
1954.9619999999995,231.48684836434353,2441.7,1426.7,1014.9999999999998,-0.5744130770209694,normal
2016.3909999999998,260.2739761202693,2605.1,1435.2,1169.8999999999999,-0.5038881055392603,normal
1931.3609999999999,226.9179088404554,2502.0,1466.6,1035.4,-0.575995372973463,normal
2006.1909999999998,255.986589017014,2596.7,1431.4,1165.2999999999997,-0.5020374209996974,normal
1950.15,238.14518129438895,2560.6,1441.1,1119.5,-0.49684334812278985,normal
1987.039,246.20804124712797,2598.2,1431.0,1167.1999999999998,-0.6502411890929656,normal
1942.5220000000002,247.11875629569542,2581.4,1422.0,1159.4,-0.47032621999587887,normal
2007.293,233.04096629285388,2586.4,1531.9,1054.5,-0.5900232405989803,normal
1936.1000000000004,252.15061876873224,2567.7,1432.0,1135.6999999999998,-0.5800890612923895,normal
1992.5980000000004,238.90678372346594,2597.7,1544.7,1052.9999999999998,-0.5329948858306999,normal
1989.951,261.4151976349987,2568.1,1421.8,1146.3,-0.4717849585103102,normal
1942.8849999999998,226.11631733390337,2399.8,1419.2,980.6000000000001,-0.4870188655777512,normal
2003.4070000000004,246.64897940476888,2600.0,1431.5,1168.5,-0.32537156681124557,normal
1939.8080000000002,227.7185009895536,2429.4,1420.9,1008.5,-0.5264785903295284,normal
1995.0529999999999,251.4587784580931,2605.3,1432.6,1172.7000000000003,-0.39610475462095396,normal
1947.93,243.41019645317598,2593.1,1435.7,1157.3999999999999,-0.5457751575314194,normal
1986.4039999999995,235.16978518216635,2555.1,1418.9,1136.1999999999998,-0.4386077905367314,normal
1935.6629999999998,248.6501557013449,2576.1,1422.2,1153.8999999999999,-0.46678325080054117,normal
1999.8129999999999,240.57826910730455,2610.2,1523.7,1086.4999999999998,-0.5404840152933281,normal
1949.626,256.72693571028327,2600.6,1417.5,1183.1,-0.4919111035199095,normal
1995.1359999999997,242.03841147698648,2603.7,1494.8,1108.8999999999999,-0.42961950171281416,normal
1967.9270000000004,236.57574687848103,2598.7,1427.4,1171.2999999999997,-0.24169353176101183,normal
1960.915,251.07508047465305,2548.1,1417.3,1130.8,-0.4651948328270836,normal
1979.809,234.41141295645656,2595.2,1496.6,1098.6,-0.4464527143193213,normal
1967.0590000000002,256.7459267997894,2599.5,1415.5,1184.0,-0.4160645662948963,normal
1957.7950000000003,228.07014089237256,2509.5,1439.7,1069.8,-0.6506998885215642,normal
1995.1589999999999,262.32247642044234,2599.6,1416.2,1183.3999999999999,-0.48453298034704817,normal
1942.7590000000002,225.62038068580614,2420.1,1419.6,1000.5,-0.6496449163854958,normal
1989.9659999999997,261.3507273200269,2600.8,1421.1,1179.7000000000003,-0.5603771013094931,normal
1957.066,239.44579244411858,2546.9,1427.1,1119.8000000000002,-0.4119814522712142,normal
1994.8750000000002,265.2069915341333,2598.6,1410.2,1188.3999999999999,-0.6104461284118181,normal
1950.618,240.61465121600136,2583.7,1419.4,1164.2999999999997,-0.2988368787038178,normal
1976.395,233.59508711062875,2596.1,1414.6,1181.5,-0.34042388164304116,normal
1961.7920000000001,254.2925149658888,2559.5,1407.8,1151.7,-0.47369488856447717,normal
1979.059,232.1803392154078,2600.0,1541.9,1058.1,-0.5398171102794911,normal
1979.02,263.9677895869001,2608.7,1412.5,1196.1999999999998,-0.5150850824672446,normal
1944.461,227.61923055884805,2534.0,1410.9,1123.1,-0.40537872256004936,normal
2005.4599999999998,260.7565167164591,2605.5,1421.8,1183.7,-0.6042134556069261,normal
1951.8629999999998,229.17745832662186,2603.5,1423.2,1180.3,-0.18932701305515165,normal
1992.6270000000004,257.52761070172136,2603.3,1425.0,1178.3000000000002,-0.42021253419216764,normal
1943.767,231.27695935891023,2452.6,1413.4,1039.1999999999998,-0.3691931703259068,normal
2008.1520000000005,249.29202197058342,2587.3,1414.9,1172.4,-0.42320615983539955,normal
1927.529,232.37572557686335,2572.2,1409.3,1162.8999999999999,-0.28357246138824577,normal
1944.06,239.7216508765737,2558.5,1432.0,1126.5,-0.40305499579921156,normal
1990.0439999999999,253.5935682197486,2603.1,1439.7,1163.3999999999999,-0.6307093286788059,normal
1944.539,245.9175450607111,2567.2,1423.9,1143.2999999999997,-0.39015875557863344,normal
1983.3299999999995,251.0564295294602,2595.2,1526.3,1068.8999999999999,-0.6483630872816804,normal
1942.2869999999998,254.8752357309139,2589.8,1437.8,1152.0000000000002,-0.5588021668741883,normal
1989.424,238.38344339498175,2566.0,1519.0,1047.0,-0.7044508417938293,normal
1959.2109999999998,247.17684582116712,2594.1,1437.9,1156.1999999999998,-0.4606078300437577,normal
1976.4029999999998,235.2255626934378,2566.4,1512.5,1053.9,-0.588350677975146,normal
1955.4989999999996,250.1021397389878,2588.5,1432.9,1155.6,-0.4875862924837904,normal
1981.029,234.2962271992402,2546.7,1524.5,1022.1999999999998,-0.665237354844948,normal
1966.7399999999998,258.4879892878208,2589.4,1421.3,1168.1000000000001,-0.4858537475996427,normal
1943.6339999999996,235.9650171897812,2597.5,1444.8,1152.7,-0.2279159377996791,normal
1998.524,244.6007813692848,2583.5,1464.3,1119.2,-0.4489165760602849,normal
1930.524,240.78102551169732,2600.2,1436.6,1163.6,-0.31878848001296456,normal
2011.8069999999998,241.39389130337548,2594.1,1534.6,1059.5,-0.5948102791750274,normal
1934.295,242.9904987854463,2601.9,1439.7,1162.2,-0.3454420113000336,normal
1994.529,241.2680601059177,2587.1,1532.7,1054.3999999999999,-0.5244769947820096,normal
1956.0320000000002,255.9652027644825,2599.4,1427.2,1172.2,-0.31822693382043,normal
1982.0190000000005,237.3138652617131,2577.4,1430.9,1146.5,-0.4698859793501695,normal
1946.756,260.8200689124109,2590.6,1421.5,1169.1,-0.3260088683324587,normal
1972.858,226.32129355222304,2558.7,1489.1,1069.6,-0.560024515526635,normal
1956.0260000000003,257.349390934079,2596.3,1434.7,1161.6000000000001,-0.2949615395874332,normal
1957.8490000000002,249.27459788455184,2551.0,1429.4,1121.6,-0.441945806908707,normal
1982.484,226.4303834057897,2559.2,1449.1,1110.1,-0.4209170674438947,normal
1953.441,255.07946042420397,2585.5,1440.9,1144.6,-0.527252184985981,normal
1964.74,233.65278219242896,2554.8,1437.1,1117.7000000000003,-0.3339443074749173,normal
1978.71,259.3398154911619,2601.0,1439.5,1161.5,-0.5010302250594143,normal
